Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,datetime,hour,month,weekday,NO2_NOx_ratio,sensor_mean,log_CO,is_rush_hour,temp_cat,temp_cat_num,pollution_score,rank_co
26/10/2004,17.00.00,8.4,1822.0,154.0,45.9,1890.0,918.0,347.0,187.0,2641.0,2161.0,23.2,58.7,1.651,2004-10-26 17:00:00,17,10,1,0.2037037037037037,1772.2,2.2407096892759584,1,calido,2,5,14
25/10/2004,18.00.00,8.4,1824.0,154.0,44.5,1862.0,860.0,340.0,149.0,2567.0,2106.0,21.0,64.9,1.5987,2004-10-25 18:00:00,18,10,0,0.17325581395348838,1739.8,2.2407096892759584,1,calido,2,5,14
22/10/2004,18.00.00,8.4,1808.0,154.0,40.0,1771.0,686.0,373.0,163.0,2486.0,2235.0,24.3,54.3,1.6276,2004-10-22 18:00:00,18,10,4,0.23760932944606414,1734.6,2.2407096892759584,1,calido,2,5,14
23/11/2004,21.00.00,8.3,1693.0,154.0,31.7,1590.0,1189.0,412.0,178.0,1949.0,2025.0,10.4,79.3,0.9993,2004-11-23 21:00:00,21,11,1,0.14970563498738435,1533.8,2.2300144001592104,0,templado,1,4,15
19/11/2004,19.00.00,8.3,1623.0,154.0,29.8,1547.0,832.0,414.0,188.0,2040.0,1883.0,16.2,62.6,1.1455,2004-11-19 19:00:00,19,11,4,0.22596153846153846,1501.4,2.2300144001592104,1,calido,2,5,15
26/11/2004,21.00.00,8.1,1759.0,154.0,31.6,1588.0,1155.0,437.0,205.0,1971.0,2234.0,14.6,67.7,1.1164,2004-11-26 21:00:00,21,11,4,0.1774891774891775,1597.8,2.2082744135228043,0,templado,1,4,16
05/11/2004,17.00.00,8.1,1870.0,154.0,45.0,1871.0,1001.0,351.0,180.0,2483.0,2165.0,23.0,54.2,1.5066,2004-11-05 17:00:00,17,11,4,0.1798201798201798,1748.0,2.2082744135228043,1,calido,2,5,16
15/03/2004,09.00.00,8.1,1961.0,618.0,36.7,1701.0,478.0,537.0,149.0,2665.0,2184.0,14.8,54.3,0.9076,2004-03-15 09:00:00,9,3,0,0.3117154811715481,1809.6,2.2082744135228043,1,templado,1,5,16
20/10/2004,17.00.00,8.0,1884.0,154.0,43.7,1846.0,895.0,348.0,194.0,2595.0,2203.0,24.6,58.9,1.8005,2004-10-20 17:00:00,17,10,2,0.21675977653631284,1775.2,2.1972245773362196,1,calido,2,5,17
05/11/2004,18.00.00,8.0,1774.0,154.0,42.8,1829.0,852.0,359.0,154.0,2457.0,2152.0,21.4,60.9,1.5322,2004-11-05 18:00:00,18,11,4,0.1807511737089202,1714.2,2.1972245773362196,1,calido,2,5,17
25/10/2004,19.00.00,8.0,1744.0,154.0,41.0,1793.0,820.0,352.0,136.0,2469.0,2007.0,20.0,68.6,1.5882,2004-10-25 19:00:00,19,10,0,0.16585365853658537,1673.0,2.1972245773362196,1,calido,2,5,17
02/11/2004,19.00.00,8.0,1723.0,154.0,44.9,1869.0,737.0,359.0,121.0,2563.0,1919.0,21.8,65.3,1.6889,2004-11-02 19:00:00,19,11,1,0.16417910447761194,1686.6,2.1972245773362196,1,calido,2,5,17
15/03/2004,19.00.00,8.0,2040.0,685.0,39.2,1754.0,404.0,542.0,187.0,2679.0,2122.0,20.4,42.5,1.0086,2004-03-15 19:00:00,19,3,0,0.4628712871287129,1827.4,2.1972245773362196,1,calido,2,5,17
25/10/2004,17.00.00,7.9,1816.0,154.0,46.3,1897.0,814.0,330.0,158.0,2641.0,2164.0,21.7,61.9,1.592,2004-10-25 17:00:00,17,10,0,0.1941031941031941,1769.6,2.186051276738094,1,calido,2,5,18
24/12/2004,14.00.00,7.9,1558.0,154.0,22.9,1375.0,792.0,471.0,217.0,1563.0,2112.0,10.5,51.1,0.6503,2004-12-24 14:00:00,14,12,4,0.273989898989899,1415.8,2.186051276738094,0,templado,1,4,18
02/11/2004,18.00.00,7.9,1751.0,154.0,44.1,1853.0,789.0,358.0,158.0,2496.0,2013.0,23.0,62.1,1.7283,2004-11-02 18:00:00,18,11,1,0.2002534854245881,1694.2,2.186051276738094,1,calido,2,5,18
17/11/2004,17.00.00,7.8,1659.0,154.0,35.9,1685.0,1290.0,423.0,272.0,1946.0,2155.0,16.0,41.5,0.7483,2004-11-17 17:00:00,17,11,2,0.21085271317829457,1573.6,2.174751721484161,1,calido,2,5,19
02/12/2004,20.00.00,7.8,1713.0,154.0,36.6,1699.0,1020.0,371.0,161.0,2196.0,1943.0,15.4,73.0,1.2648,2004-12-02 20:00:00,20,12,3,0.15784313725490196,1584.4,2.174751721484161,1,calido,2,5,19
26/11/2004,17.00.00,7.7,1822.0,154.0,36.0,1686.0,1134.0,387.0,233.0,2077.0,2244.0,15.5,61.2,1.067,2004-11-26 17:00:00,17,11,4,0.2054673721340388,1643.2,2.163323025660538,1,calido,2,5,20
02/12/2004,18.00.00,7.7,1707.0,154.0,37.6,1721.0,1001.0,375.0,171.0,2260.0,1940.0,15.8,70.7,1.2601,2004-12-02 18:00:00,18,12,3,0.17082917082917082,1600.6,2.163323025660538,1,calido,2,5,20
26/11/2004,20.00.00,7.7,1834.0,154.0,37.7,1723.0,947.0,400.0,167.0,2204.0,2190.0,15.1,67.0,1.1394,2004-11-26 20:00:00,20,11,4,0.17634635691657866,1670.2,2.163323025660538,1,calido,2,5,20
20/10/2004,18.00.00,7.7,1835.0,154.0,40.0,1770.0,826.0,358.0,172.0,2474.0,2073.0,23.9,61.8,1.8088,2004-10-20 18:00:00,18,10,2,0.20823244552058112,1702.0,2.163323025660538,1,calido,2,5,20
17/03/2004,19.00.00,7.6,1973.0,577.0,38.4,1737.0,411.0,617.0,194.0,2414.0,2306.0,23.1,26.5,0.7403,2004-03-17 19:00:00,19,3,2,0.4720194647201946,1809.4,2.151762203259462,1,calido,2,5,21
16/12/2004,18.00.00,7.5,1075.0,154.0,8.5,919.0,1186.0,795.0,231.0,1447.0,990.0,16.9,49.3,0.9597,2004-12-16 18:00:00,18,12,3,0.19477234401349072,1045.2,2.1400661634962708,1,calido,2,5,22
01/12/2004,18.00.00,7.5,1547.0,154.0,29.2,1532.0,1040.0,1009.0,185.0,1972.0,1718.0,12.3,78.8,1.1279,2004-12-01 18:00:00,18,12,2,0.1778846153846154,1555.6,2.1400661634962708,1,templado,1,5,22
24/03/2005,20.00.00,7.5,1818.0,154.0,35.5,1675.0,847.0,330.0,232.0,2143.0,2129.0,18.8,49.1,1.0538,2005-03-24 20:00:00,20,3,3,0.27390791027154665,1619.0,2.1400661634962708,1,calido,2,5,22
19/11/2004,17.00.00,7.5,1553.0,154.0,24.4,1414.0,760.0,455.0,193.0,1851.0,1682.0,17.7,56.6,1.133,2004-11-19 17:00:00,17,11,4,0.25394736842105264,1391.0,2.1400661634962708,1,calido,2,5,22
28/09/2004,19.00.00,7.5,1479.0,154.0,39.3,1756.0,755.0,466.0,209.0,2165.0,1908.0,23.0,33.6,0.9302,2004-09-28 19:00:00,19,9,1,0.2768211920529801,1554.8,2.1400661634962708,1,calido,2,5,22
02/11/2004,14.00.00,7.5,1678.0,154.0,37.9,1727.0,726.0,390.0,190.0,2318.0,2039.0,25.5,49.7,1.5985,2004-11-02 14:00:00,14,11,1,0.26170798898071623,1630.4,2.1400661634962708,0,caluroso,3,4,22
14/12/2004,17.00.00,7.4,1075.0,154.0,8.5,919.0,1159.0,795.0,257.0,1447.0,990.0,16.9,49.3,0.9597,2004-12-14 17:00:00,17,12,1,0.22174288179465057,1045.2,2.128231705849268,1,calido,2,5,23
14/12/2004,19.00.00,7.4,1075.0,154.0,8.5,919.0,1037.0,795.0,208.0,1447.0,990.0,16.9,49.3,0.9597,2004-12-14 19:00:00,19,12,1,0.20057859209257473,1045.2,2.128231705849268,1,calido,2,5,23
15/03/2005,20.00.00,7.4,1710.0,154.0,33.5,1632.0,841.0,346.0,248.0,2028.0,2140.0,16.4,41.9,0.7759,2005-03-15 20:00:00,20,3,1,0.29488703923900117,1571.2,2.128231705849268,1,calido,2,5,23
23/11/2004,17.00.00,7.3,1821.0,154.0,35.4,1673.0,1201.0,371.0,215.0,2119.0,2201.0,13.6,71.0,1.1018,2004-11-23 17:00:00,17,11,1,0.17901748542880933,1637.0,2.1162555148025524,1,templado,1,5,24
23/11/2004,14.00.00,7.3,1769.0,154.0,33.2,1624.0,1189.0,396.0,233.0,2041.0,2202.0,13.9,67.6,1.0666,2004-11-23 14:00:00,14,11,1,0.19596299411269974,1606.4,2.1162555148025524,0,templado,1,4,24
15/12/2004,18.00.00,7.3,1075.0,154.0,8.5,919.0,1137.0,795.0,214.0,1447.0,990.0,16.9,49.3,0.9597,2004-12-15 18:00:00,18,12,2,0.1882145998240985,1045.2,2.1162555148025524,1,calido,2,5,24
21/09/2004,08.00.00,7.3,1587.0,154.0,41.2,1795.0,738.0,425.0,148.0,2531.0,1820.0,19.6,60.7,1.3713,2004-09-21 08:00:00,8,9,1,0.2005420054200542,1631.6,2.1162555148025524,1,calido,2,5,24
15/04/2004,19.00.00,7.3,1875.0,1189.0,33.7,1637.0,351.0,482.0,158.0,2446.0,2086.0,17.4,47.8,0.9392,2004-04-15 19:00:00,19,4,3,0.45014245014245013,1705.2,2.1162555148025524,1,calido,2,5,24
23/12/2004,21.00.00,7.2,1564.0,154.0,26.3,1462.0,1076.0,472.0,228.0,1574.0,2181.0,6.3,57.9,0.5575,2004-12-23 21:00:00,21,12,3,0.21189591078066913,1450.6,2.1041341542702074,0,templado,1,4,25
23/03/2005,20.00.00,7.2,1663.0,154.0,32.0,1597.0,874.0,366.0,230.0,1906.0,2159.0,19.5,35.6,0.7978,2005-03-23 20:00:00,20,3,2,0.2631578947368421,1538.2,2.1041341542702074,1,calido,2,5,25
19/11/2004,18.00.00,7.2,1521.0,154.0,25.0,1430.0,691.0,449.0,187.0,1907.0,1761.0,17.3,58.2,1.1435,2004-11-19 18:00:00,18,11,4,0.2706222865412446,1413.6,2.1041341542702074,1,calido,2,5,25
29/04/2004,08.00.00,7.2,1771.0,1129.0,36.2,1690.0,368.0,461.0,125.0,2572.0,1982.0,16.1,56.5,1.0274,2004-04-29 08:00:00,8,4,3,0.33967391304347827,1695.2,2.1041341542702074,1,calido,2,5,25
11/02/2005,16.00.00,7.1,1075.0,154.0,8.5,919.0,1218.0,795.0,340.0,1447.0,990.0,16.9,49.3,0.9597,2005-02-11 16:00:00,16,2,4,0.2791461412151067,1045.2,2.0918640616783932,0,calido,2,4,26
11/02/2005,19.00.00,7.1,1075.0,154.0,8.5,919.0,1075.0,795.0,289.0,1447.0,990.0,16.9,49.3,0.9597,2005-02-11 19:00:00,19,2,4,0.2688372093023256,1045.2,2.0918640616783932,1,calido,2,5,26
07/10/2004,20.00.00,7.0,1757.0,154.0,35.7,1680.0,669.0,396.0,117.0,2280.0,1959.0,23.2,54.7,1.5296,2004-10-07 20:00:00,20,10,3,0.17488789237668162,1614.4,2.0794415416798357,1,calido,2,5,27
22/11/2004,19.00.00,6.9,1766.0,154.0,37.6,1720.0,1345.0,361.0,245.0,1881.0,2515.0,9.1,53.8,0.6216,2004-11-22 19:00:00,19,11,0,0.1821561338289963,1648.6,2.066862759472976,1,templado,1,5,28
13/12/2004,19.00.00,6.9,1633.0,154.0,35.6,1677.0,1018.0,400.0,217.0,1880.0,2188.0,11.7,60.8,0.8336,2004-12-13 19:00:00,19,12,0,0.2131630648330059,1555.6,2.066862759472976,1,templado,1,5,28
03/12/2004,17.00.00,6.9,1648.0,154.0,32.6,1612.0,858.0,401.0,173.0,2177.0,1885.0,17.7,68.3,1.3713,2004-12-03 17:00:00,17,12,4,0.20163170163170163,1544.6,2.066862759472976,1,calido,2,5,28
24/12/2004,13.00.00,6.9,1561.0,154.0,24.8,1425.0,772.0,465.0,197.0,1624.0,2101.0,9.8,52.4,0.6349,2004-12-24 13:00:00,13,12,4,0.2551813471502591,1435.2,2.066862759472976,0,templado,1,4,28
11/03/2004,19.00.00,6.9,1776.0,461.0,27.4,1488.0,383.0,702.0,172.0,2333.0,1704.0,9.7,69.3,0.8319,2004-03-11 19:00:00,19,3,3,0.4490861618798956,1600.6,2.066862759472976,1,templado,1,5,28
11/11/2004,09.00.00,6.8,1578.0,154.0,32.3,1605.0,1247.0,429.0,211.0,2032.0,1643.0,9.9,83.4,1.0194,2004-11-11 09:00:00,9,11,3,0.16920609462710506,1457.4,2.0541237336955462,1,templado,1,5,29
31/01/2005,20.00.00,6.8,1523.0,154.0,29.2,1533.0,984.0,456.0,282.0,1532.0,2214.0,7.3,36.8,0.3771,2005-01-31 20:00:00,20,1,0,0.2865853658536585,1451.6,2.0541237336955462,1,templado,1,5,29
31/01/2005,19.00.00,6.8,1486.0,154.0,30.8,1570.0,954.0,455.0,285.0,1557.0,2179.0,8.6,29.8,0.3344,2005-01-31 19:00:00,19,1,0,0.29874213836477986,1449.4,2.0541237336955462,1,templado,1,5,29
24/11/2004,19.00.00,6.8,1592.0,154.0,33.3,1627.0,936.0,401.0,166.0,1957.0,1902.0,10.2,80.4,1.0003,2004-11-24 19:00:00,19,11,2,0.17735042735042736,1495.8,2.0541237336955462,1,templado,1,5,29
30/11/2004,20.00.00,6.8,1471.0,154.0,30.3,1559.0,731.0,605.0,168.0,1939.0,1669.0,11.5,68.0,0.9207,2004-11-30 20:00:00,20,11,1,0.22982216142270862,1448.6,2.0541237336955462,1,templado,1,5,29
02/11/2004,17.00.00,6.8,1713.0,154.0,38.0,1728.0,715.0,390.0,140.0,2386.0,1919.0,24.4,56.0,1.6885,2004-11-02 17:00:00,17,11,1,0.1958041958041958,1627.2,2.0541237336955462,1,calido,2,5,29
24/12/2004,17.00.00,6.8,1522.0,154.0,21.5,1337.0,706.0,479.0,192.0,1578.0,2034.0,10.4,57.0,0.7167,2004-12-24 17:00:00,17,12,4,0.2719546742209632,1390.0,2.0541237336955462,1,templado,1,5,29
24/12/2004,20.00.00,6.8,1075.0,154.0,8.5,919.0,649.0,795.0,170.0,1447.0,990.0,16.9,49.3,0.9597,2004-12-24 20:00:00,20,12,4,0.26194144838212635,1045.2,2.0541237336955462,1,calido,2,5,29
20/10/2004,19.00.00,6.8,1759.0,154.0,35.9,1684.0,648.0,373.0,134.0,2378.0,1923.0,23.0,65.9,1.8319,2004-10-20 19:00:00,19,10,2,0.20679012345679013,1623.4,2.0541237336955462,1,calido,2,5,29
22/10/2004,19.00.00,6.8,1681.0,154.0,35.1,1666.0,556.0,397.0,135.0,2339.0,1998.0,23.3,58.1,1.6457,2004-10-22 19:00:00,19,10,4,0.24280575539568344,1616.2,2.0541237336955462,1,calido,2,5,29
03/02/2005,18.00.00,6.7,1713.0,154.0,32.4,1605.0,980.0,383.0,212.0,1870.0,2186.0,12.2,44.8,0.6342,2005-02-03 18:00:00,18,2,3,0.2163265306122449,1551.4,2.0412203288596382,1,templado,1,5,30
02/02/2005,09.00.00,6.7,1549.0,154.0,27.3,1485.0,883.0,422.0,224.0,1638.0,1930.0,2.8,64.2,0.4859,2005-02-02 09:00:00,9,2,2,0.2536806342015855,1404.8,2.0412203288596382,1,frio,0,5,30
28/09/2004,18.00.00,6.7,1432.0,154.0,36.9,1706.0,702.0,488.0,204.0,2098.0,1842.0,24.7,27.9,0.8559,2004-09-28 18:00:00,18,9,1,0.2905982905982906,1513.2,2.0412203288596382,1,calido,2,5,30
24/12/2004,16.00.00,6.7,1532.0,154.0,22.2,1356.0,678.0,474.0,193.0,1610.0,2033.0,10.6,55.3,0.7058,2004-12-24 16:00:00,16,12,4,0.28466076696165193,1401.0,2.0412203288596382,0,templado,1,4,30
24/12/2004,18.00.00,6.7,1514.0,154.0,21.5,1338.0,668.0,474.0,175.0,1598.0,2018.0,10.2,58.3,0.7256,2004-12-24 18:00:00,18,12,4,0.2619760479041916,1388.4,2.0412203288596382,1,templado,1,5,30
15/09/2004,19.00.00,6.7,1571.0,154.0,31.8,1593.0,615.0,469.0,173.0,2409.0,1686.0,25.1,55.8,1.7511,2004-09-15 19:00:00,19,9,2,0.2813008130081301,1545.6,2.0412203288596382,1,caluroso,3,5,30
07/10/2004,19.00.00,6.7,1747.0,154.0,37.1,1709.0,515.0,399.0,128.0,2370.0,1876.0,24.0,50.6,1.4892,2004-10-07 19:00:00,19,10,3,0.24854368932038834,1620.2,2.0412203288596382,1,calido,2,5,30
17/03/2004,20.00.00,6.7,1975.0,523.0,35.1,1667.0,347.0,597.0,182.0,2416.0,2359.0,20.5,38.2,0.9133,2004-03-17 20:00:00,20,3,2,0.5244956772334294,1802.8,2.0412203288596382,1,calido,2,5,30
15/12/2004,17.00.00,6.6,1075.0,154.0,8.5,919.0,1237.0,795.0,229.0,1447.0,990.0,16.9,49.3,0.9597,2004-12-15 17:00:00,17,12,2,0.185125303152789,1045.2,2.028148247292285,1,calido,2,5,31
11/02/2005,17.00.00,6.6,1075.0,154.0,8.5,919.0,1227.0,795.0,326.0,1447.0,990.0,16.9,49.3,0.9597,2005-02-11 17:00:00,17,2,4,0.2656886715566422,1045.2,2.028148247292285,1,calido,2,5,31
23/11/2004,10.00.00,6.6,1702.0,154.0,31.5,1585.0,1188.0,422.0,183.0,1960.0,1967.0,10.7,76.2,0.9798,2004-11-23 10:00:00,10,11,1,0.15404040404040403,1527.2,2.028148247292285,0,templado,1,4,31
29/11/2004,11.00.00,6.6,1705.0,154.0,30.5,1562.0,1172.0,473.0,232.0,1988.0,2197.0,14.9,64.9,1.0929,2004-11-29 11:00:00,11,11,0,0.19795221843003413,1585.0,2.028148247292285,0,templado,1,4,31
17/11/2004,19.00.00,6.6,1549.0,154.0,30.1,1553.0,1148.0,446.0,288.0,1796.0,2032.0,13.0,55.1,0.824,2004-11-17 19:00:00,19,11,2,0.2508710801393728,1475.2,2.028148247292285,1,templado,1,5,31
02/12/2004,21.00.00,6.6,1646.0,154.0,30.8,1570.0,964.0,401.0,154.0,2049.0,1846.0,15.3,73.6,1.2691,2004-12-02 21:00:00,21,12,3,0.15975103734439833,1502.4,2.028148247292285,0,calido,2,4,31
23/12/2004,17.00.00,6.6,1568.0,154.0,29.0,1528.0,864.0,455.0,208.0,1661.0,2046.0,9.4,41.3,0.4888,2004-12-23 17:00:00,17,12,3,0.24074074074074073,1451.6,2.028148247292285,1,templado,1,5,31
24/12/2004,10.00.00,6.6,1462.0,154.0,18.8,1263.0,750.0,510.0,170.0,1421.0,2082.0,6.7,59.7,0.589,2004-12-24 10:00:00,10,12,4,0.22666666666666666,1347.6,2.028148247292285,0,templado,1,4,31
31/10/2004,18.00.00,6.6,1571.0,154.0,30.3,1559.0,544.0,440.0,106.0,2277.0,1516.0,21.7,66.6,1.7077,2004-10-31 18:00:00,18,10,6,0.1948529411764706,1472.6,2.028148247292285,1,calido,2,5,31
18/03/2004,09.00.00,6.6,1934.0,506.0,35.8,1682.0,421.0,541.0,151.0,2468.0,2051.0,14.3,50.6,0.8186,2004-03-18 09:00:00,9,3,3,0.3586698337292161,1735.2,2.028148247292285,1,templado,1,5,31
17/03/2004,09.00.00,6.6,1852.0,534.0,36.4,1696.0,377.0,553.0,127.0,2535.0,1931.0,14.1,50.0,0.802,2004-03-17 09:00:00,9,3,2,0.33687002652519893,1713.4,2.028148247292285,1,templado,1,5,31
12/03/2004,20.00.00,6.6,1843.0,488.0,32.6,1610.0,340.0,624.0,170.0,2390.0,1887.0,12.9,50.5,0.7478,2004-03-12 20:00:00,20,3,4,0.5,1670.8,2.028148247292285,1,templado,1,5,31
08/11/2004,19.00.00,6.6,1303.0,154.0,28.9,1524.0,188.0,515.0,110.0,1744.0,1580.0,10.6,53.4,0.6818,2004-11-08 19:00:00,19,11,0,0.5851063829787234,1333.2,2.028148247292285,1,templado,1,4,31
22/11/2004,20.00.00,6.5,1706.0,154.0,33.9,1641.0,1218.0,381.0,239.0,1778.0,2522.0,8.9,54.2,0.6183,2004-11-22 20:00:00,20,11,0,0.1962233169129721,1605.6,2.0149030205422647,1,templado,1,5,32
11/02/2005,18.00.00,6.5,1075.0,154.0,8.5,919.0,1061.0,795.0,284.0,1447.0,990.0,16.9,49.3,0.9597,2005-02-11 18:00:00,18,2,4,0.26767200754005654,1045.2,2.0149030205422647,1,calido,2,5,32
14/03/2005,19.00.00,6.5,1626.0,154.0,29.1,1531.0,782.0,371.0,234.0,1937.0,2000.0,16.7,43.4,0.8168,2005-03-14 19:00:00,19,3,0,0.29923273657289,1493.0,2.0149030205422647,1,calido,2,5,32
28/10/2004,17.00.00,6.5,1633.0,154.0,35.3,1671.0,761.0,398.0,149.0,2271.0,1852.0,20.8,64.0,1.5522,2004-10-28 17:00:00,17,10,3,0.19579500657030224,1565.0,2.0149030205422647,1,calido,2,5,32
24/12/2004,11.00.00,6.5,1448.0,154.0,18.8,1263.0,747.0,511.0,165.0,1428.0,1971.0,7.2,58.6,0.5986,2004-12-24 11:00:00,11,12,4,0.22088353413654618,1324.2,2.0149030205422647,0,templado,1,4,32
14/03/2005,20.00.00,6.5,1639.0,154.0,28.3,1510.0,728.0,378.0,227.0,1904.0,2001.0,15.9,47.9,0.8573,2005-03-14 20:00:00,20,3,0,0.3118131868131868,1486.4,2.0149030205422647,1,calido,2,5,32
20/09/2004,19.00.00,6.5,1476.0,154.0,34.9,1663.0,681.0,473.0,225.0,2167.0,1785.0,28.1,32.4,1.2173,2004-09-20 19:00:00,19,9,0,0.3303964757709251,1512.8,2.0149030205422647,1,caluroso,3,5,32
30/09/2004,17.00.00,6.5,1728.0,154.0,35.9,1683.0,623.0,419.0,188.0,2365.0,1861.0,25.4,47.9,1.5346,2004-09-30 17:00:00,17,9,3,0.3017656500802568,1611.2,2.0149030205422647,1,caluroso,3,5,32
18/05/2004,08.00.00,6.5,1745.0,154.0,38.9,1748.0,346.0,484.0,139.0,2605.0,2054.0,18.8,39.7,0.8547,2004-05-18 08:00:00,8,5,1,0.40173410404624277,1727.2,2.0149030205422647,1,calido,2,5,32
